patient_id,face_pre_crop,face_post_crop,face_retained_pct,brain_pre_crop,brain_post_crop,brain_retained_pct,esophagus_pre_crop,esophagus_post_crop,esophagus_retained_pct,trachea_pre_crop,trachea_post_crop,trachea_retained_pct,lung_pre_crop,lung_post_crop,lung_retained_pct,heart_pre_crop,heart_post_crop,heart_retained_pct,kidney_pre_crop,kidney_post_crop,kidney_retained_pct,stomach_pre_crop,stomach_post_crop,stomach_retained_pct,liver_pre_crop,liver_post_crop,liver_retained_pct,gallbladder_pre_crop,gallbladder_post_crop,gallbladder_retained_pct,pancreas_pre_crop,pancreas_post_crop,pancreas_retained_pct,spleen_pre_crop,spleen_post_crop,spleen_retained_pct,colon_pre_crop,colon_post_crop,colon_retained_pct,aorta_pre_crop,aorta_post_crop,aorta_retained_pct,rib_pre_crop,rib_post_crop,rib_retained_pct,humerus_pre_crop,humerus_post_crop,humerus_retained_pct,scapula_pre_crop,scapula_post_crop,scapula_retained_pct,clavicula_pre_crop,clavicula_post_crop,clavicula_retained_pct,femur_pre_crop,femur_post_crop,femur_retained_pct,hip_pre_crop,hip_post_crop,hip_retained_pct,sacrum_pre_crop,sacrum_post_crop,sacrum_retained_pct,gluteus_pre_crop,gluteus_post_crop,gluteus_retained_pct,iliopsoas_pre_crop,iliopsoas_post_crop,iliopsoas_retained_pct,autochthon_pre_crop,autochthon_post_crop,autochthon_retained_pct
train_15836_a,0,0,0.0,0,0,0.0,11889,11889,100.0,13592,13592,100.0,1724460,1724460,100.0,149260,149260,100.0,26691,26691,100.0,197513,197513,100.0,403830,403830,100.0,320,320,100.0,23621,23621,100.0,69677,69677,100.0,24929,24929,100.0,44786,44786,100.0,109385,109385,100.0,34888,34888,100.0,73055,73055,100.0,21619,21619,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3152,3152,100.0,193223,193223,100.0
train_15836_b,151,0,0.0,0,0,0.0,10999,10999,100.0,14110,14110,100.0,1761172,1761172,100.0,186466,186466,100.0,30281,30281,100.0,144089,144089,100.0,406823,406823,100.0,5092,5092,100.0,23750,23750,100.0,75817,75817,100.0,48171,48171,100.0,44282,44282,100.0,106060,106060,100.0,43317,35677,82.36258281967818,73243,73203,99.94538727250387,21400,21400,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,7424,7424,100.0,225595,224393,99.46718677275649
train_142_a,0,0,0.0,0,0,0.0,9607,9607,100.0,10134,10134,100.0,1233302,1233302,100.0,179868,179868,100.0,72449,72449,100.0,62067,62067,100.0,576172,576172,100.0,7720,7720,100.0,24403,24403,100.0,70098,70098,100.0,55398,55398,100.0,62617,62617,100.0,116600,116600,100.0,32282,32282,100.0,69245,69245,100.0,19699,19699,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,396,396,100.0,178686,178686,100.0
train_1169_a,424,424,100.0,0,0,0.0,12121,12121,100.0,7515,7515,100.0,729491,729491,100.0,249701,249701,100.0,29295,29295,100.0,128610,126325,98.22331078454242,335068,335068,100.0,5969,5969,100.0,13858,13858,100.0,34488,34488,100.0,49665,49665,100.0,86071,86071,100.0,83322,83322,100.0,53692,53692,100.0,40885,40885,100.0,9415,9415,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,8147,8147,100.0,119667,119667,100.0
train_2701_a,0,0,0.0,0,0,0.0,16183,15898,98.23889266514243,15791,15643,99.06275726679755,2060533,2056989,99.82800566649502,175748,175748,100.0,79210,61362,77.46749147834869,90519,90519,100.0,452545,431244,95.29306477808836,5351,4624,86.41375443842273,21389,21389,100.0,60486,60486,100.0,23615,16760,70.97183993224645,53184,51652,97.11943441636582,149883,146550,97.77626548707993,27169,9833,36.19198351061872,94434,79960,84.6728932376051,19641,9608,48.91807952751896,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,26290,14432,54.89539748953975,302378,256280,84.75484327563512
train_9410_a,0,0,0.0,0,0,0.0,6634,6634,100.0,5414,5414,100.0,724857,724857,100.0,118987,118987,100.0,63948,63948,100.0,70002,70002,100.0,408342,408342,100.0,1070,1070,100.0,24469,24469,100.0,106394,106394,100.0,7038,7038,100.0,31691,31691,100.0,102648,102648,100.0,36445,36445,100.0,55772,55772,100.0,14499,14499,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,8989,8989,100.0,174512,174512,100.0
train_7226_a,0,0,0.0,0,0,0.0,9114,8354,91.66118060127276,12749,10572,82.92415091379716,1540903,1539929,99.93679031061656,211791,211791,100.0,115078,115025,99.9539442812701,49041,49041,100.0,520352,520352,100.0,12453,12453,100.0,28242,28242,100.0,105657,105657,100.0,102603,96304,93.86080329035214,69728,68815,98.69062643414411,127488,124934,97.99667419678715,8693,0,0.0,73154,59722,81.6387347240069,11031,4129,37.430876620433324,0,0,0.0,12,0,0.0,0,0,0.0,0,0,0.0,43918,31515,71.75873218270414,272375,244513,89.77072051399725
train_9845_a,0,0,0.0,0,0,0.0,8709,8709,100.0,8648,8648,100.0,1059496,1059496,100.0,129392,129392,100.0,12120,12120,100.0,56046,56046,100.0,309833,309833,100.0,893,893,100.0,15929,15929,100.0,38109,38109,100.0,16393,16393,100.0,35620,35620,100.0,81920,81920,100.0,26248,26248,100.0,51437,51437,100.0,14043,14043,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,935,935,100.0,138109,138109,100.0
train_8485_a,0,0,0.0,0,0,0.0,8530,8530,100.0,8178,8178,100.0,896322,896322,100.0,189268,189268,100.0,40472,40472,100.0,44661,44661,100.0,357952,357952,100.0,491,491,100.0,10434,10434,100.0,50844,50844,100.0,17577,17577,100.0,48652,48652,100.0,68325,68325,100.0,16055,16055,100.0,45448,45448,100.0,9768,9768,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,303,303,100.0,137682,137682,100.0
train_10126_a,0,0,0.0,0,0,0.0,10497,10497,100.0,12278,12278,100.0,1117063,1117063,100.0,173242,173242,100.0,44028,39966,90.7740528754429,68259,68214,99.93407462752164,611901,606944,99.18990163441471,3898,2826,72.49871729091842,16492,16108,97.6715983507155,135184,134036,99.15078707539354,25797,24721,95.82897236112726,47138,47138,100.0,119735,119295,99.632521819017,27841,27375,98.32620954707086,64202,63774,99.33335410111835,18270,17852,97.71209633278599,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,97,43,44.329896907216494,155252,151842,97.80357096848994
train_4541_c,1120,0,0.0,0,0,0.0,10686,10339,96.75276062137375,14093,13364,94.82721918683033,1945595,1945595,100.0,154560,154560,100.0,86445,65623,75.91300827115506,206469,206469,100.0,562243,553819,98.5017154504369,1153,1153,100.0,29176,29176,100.0,88667,88667,100.0,66761,50724,75.97849043603301,51140,49258,96.31990614000783,145156,144844,99.78505883325526,19407,0,0.0,84583,63655,75.25743943818497,14454,6270,43.37899543378995,0,0,0.0,76,0,0.0,0,0,0.0,0,0,0.0,26031,11434,43.92455149629288,277084,229080,82.675289803814
train_4541_b,0,0,0.0,0,0,0.0,10250,10250,100.0,14051,14051,100.0,1920027,1920027,100.0,158981,158981,100.0,80122,63705,79.50999725418735,60060,60060,100.0,531673,509886,95.90218047559308,4374,4374,100.0,26954,26954,100.0,86760,86760,100.0,73764,51889,70.34461254812646,53813,52277,97.14567112036126,144921,144864,99.96066822613699,55258,31988,57.88845054109812,93075,87618,94.13698630136986,21529,16877,78.39193645780111,0,0,0.0,47,0,0.0,0,0,0.0,0,0,0.0,25188,13834,54.92297919644275,287300,249139,86.71736860424643
train_4541_a,0,0,0.0,0,0,0.0,11356,10170,89.55618175413879,14937,12447,83.329985940952,1902070,1900905,99.93875093976563,174174,174174,100.0,80562,78011,96.83349469973437,63961,63961,100.0,563493,561833,99.70540894030627,7073,7073,100.0,26236,26236,100.0,97347,97347,100.0,55331,40619,73.4109269667998,54458,53177,97.64772852473466,145032,142941,98.55824921396658,43118,13040,30.24259010158171,89126,79374,89.05818728541615,19679,6175,31.378626962752172,0,0,0.0,55,0,0.0,0,0,0.0,0,0,0.0,30932,17978,58.121039699987065,291335,252419,86.64218168088283
train_3626_a,0,0,0.0,0,0,0.0,11260,10282,91.31438721136767,13932,11352,81.48148148148148,2036096,2033789,99.88669492990508,173675,173675,100.0,87599,65741,75.04766036141966,62295,62295,100.0,400659,391468,97.70602931670074,4584,4584,100.0,27125,27109,99.94101382488479,74332,73355,98.68562664801162,78383,56985,72.70071316484442,60495,59249,97.94032564674767,110901,107377,96.82239114164885,42873,11244,26.22629627037996,74915,65908,87.97704064606555,18251,7913,43.35652840940222,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,26480,14004,52.88519637462235,252394,210584,83.4346299832801
train_13036_a,242,242,100.0,0,0,0.0,11027,11027,100.0,11358,11358,100.0,1205095,1205095,100.0,102753,102753,100.0,14836,14836,100.0,95464,95464,100.0,457065,457065,100.0,0,0,0.0,6549,6549,100.0,93700,93700,100.0,3966,3966,100.0,70474,70474,100.0,87647,87647,100.0,45314,45314,100.0,53305,53305,100.0,14295,14295,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,943,943,100.0,103142,103142,100.0
train_17180_a,0,0,0.0,0,0,0.0,11741,11061,94.2083297845158,18460,16119,87.31852654387866,2018475,2018475,100.0,204773,204773,100.0,46548,20802,44.689352926011864,177240,163185,92.07007447528774,554947,519373,93.58965811149534,749,377,50.33377837116155,35638,29352,82.36152421572478,106634,102266,95.90374552206613,15456,9059,58.61154244306418,62099,61151,98.47340536884653,147406,144997,98.36573816533927,42443,9768,23.014395777866785,85800,74649,87.0034965034965,16124,7500,46.51451252790871,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6341,1807,28.49708247910424,247119,216052,87.42832400584334
train_11371_a,0,0,0.0,0,0,0.0,13293,13293,100.0,10863,10863,100.0,1399836,1399836,100.0,202658,202658,100.0,88603,57312,64.68404004379084,84197,84197,100.0,530919,521792,98.28090537351272,4004,4004,100.0,31727,27284,85.9961546947395,89271,89271,100.0,180973,151796,83.87770551408221,83469,81643,97.81236147551786,135018,133589,98.94162259846834,47323,16822,35.54719692327198,90059,77739,86.32007905928336,19551,9089,46.488670656232415,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5546,1219,21.979805265055894,267007,223136,83.56934462392371
train_9629_a,0,0,0.0,0,0,0.0,9866,9866,100.0,7866,7866,100.0,919071,919071,100.0,143604,143604,100.0,11435,11435,100.0,59562,59562,100.0,499770,499770,100.0,0,0,0.0,11394,11394,100.0,82731,82731,100.0,40412,40412,100.0,58269,58269,100.0,69999,69999,100.0,29191,29191,100.0,52760,52760,100.0,11746,11746,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,100.0,124264,124264,100.0
train_2685_a,122,122,100.0,0,0,0.0,8374,8374,100.0,6343,6343,100.0,848015,848015,100.0,140720,140720,100.0,36114,36114,100.0,116274,116274,100.0,398410,398410,100.0,235,235,100.0,20215,20215,100.0,56430,56430,100.0,39643,39643,100.0,56420,56420,100.0,95763,95763,100.0,27932,27932,100.0,48013,48013,100.0,13407,13407,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,758,758,100.0,141614,141614,100.0
train_12360_a,0,0,0.0,0,0,0.0,11369,11271,99.13800686076172,13035,12791,98.12811660912926,1393130,1393130,100.0,249779,249779,100.0,89948,85744,95.32618846444613,67397,67397,100.0,562613,560722,99.6638897430383,4491,4491,100.0,33829,33332,98.53084631529161,82463,82463,100.0,107209,106010,98.8816237442752,94636,94258,99.60057483410118,146302,145887,99.71634017306667,42760,40198,94.00841908325538,86718,86075,99.25851610968888,24314,23412,96.29020317512544,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3631,2953,81.3274580005508,214863,208920,97.23405146535235
train_5248_a,0,0,0.0,0,0,0.0,18347,18347,100.0,12569,12569,100.0,1819485,1819485,100.0,201363,201363,100.0,87695,71588,81.63293232225325,82101,82101,100.0,389964,389964,100.0,31630,31630,100.0,31215,30610,98.06182924875861,149380,149380,100.0,113745,97084,85.35232317904084,68303,67642,99.03225334172731,122270,121264,99.17723071890079,31615,11424,36.13474616479519,76696,68739,89.62527380828205,14039,7591,54.07080276372961,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,8976,4729,52.6849376114082,246003,223983,91.04888964768722
train_11065_a,0,0,0.0,0,0,0.0,11615,11615,100.0,12095,12095,100.0,1488102,1488102,100.0,201927,201927,100.0,41904,41904,100.0,114696,114696,100.0,597010,597010,100.0,2923,2923,100.0,32123,32123,100.0,60348,60348,100.0,50806,50806,100.0,72870,72870,100.0,113081,113081,100.0,15005,14537,96.88103965344885,65860,65860,100.0,10395,10395,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,9357,9357,100.0,185541,185541,100.0
train_12501_a,212,212,100.0,0,0,0.0,7771,7771,100.0,8209,8209,100.0,1386674,1386674,100.0,139502,139502,100.0,26750,26750,100.0,54434,54434,100.0,385663,385663,100.0,6106,6106,100.0,18557,18557,100.0,42501,42501,100.0,48868,48868,100.0,74761,74761,100.0,88957,88957,100.0,26166,26166,100.0,46756,46756,100.0,13204,13204,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1000,1000,100.0,134535,134535,100.0
train_14901_a,1381,0,0.0,0,0,0.0,6726,6344,94.32054713053822,6548,5333,81.44471594379962,847191,847191,100.0,163259,163259,100.0,71726,70212,97.88918941527479,228493,228493,100.0,510662,510662,100.0,603,603,100.0,23130,23130,100.0,88534,88534,100.0,99005,77390,78.16776930458059,26762,26612,99.43950377400792,99509,98995,99.48346380729382,36497,28168,77.17894621475739,57066,54362,95.26162688816459,14311,11460,80.07826147718539,0,0,0.0,14,0,0.0,0,0,0.0,0,0,0.0,24997,13777,55.114613753650445,245396,213814,87.13018957114215
train_14901_b,0,0,0.0,0,0,0.0,6797,6797,100.0,6624,6624,100.0,900641,900641,100.0,165297,165297,100.0,53498,50823,94.99981307712437,46571,46571,100.0,471858,471059,99.83066939630143,5728,5728,100.0,22549,22549,100.0,99335,99335,100.0,110391,107269,97.17187089527226,27240,27161,99.70998531571219,98358,98260,99.90036397649403,35536,34330,96.60625844214317,54971,54868,99.81262847683324,14324,14324,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3891,3192,82.03546646106399,194487,190250,97.82144822018952
train_2859_a,0,0,0.0,0,0,0.0,9808,9808,100.0,13428,13428,100.0,2034276,2034276,100.0,207503,207503,100.0,27112,27112,100.0,78011,78011,100.0,293296,293296,100.0,5700,5700,100.0,21016,21016,100.0,219082,219082,100.0,19253,19253,100.0,45906,45906,100.0,96137,96137,100.0,38369,38369,100.0,64132,64132,100.0,13103,13103,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3127,3127,100.0,166010,166010,100.0
train_8496_a,0,0,0.0,0,0,0.0,9209,9209,100.0,5875,5875,100.0,703955,703955,100.0,148321,148321,100.0,79636,79636,100.0,73890,73890,100.0,701191,701191,100.0,2756,2756,100.0,34232,34232,100.0,139628,139628,100.0,41424,41424,100.0,37125,37125,100.0,83616,83616,100.0,25340,25340,100.0,42080,42080,100.0,8966,8966,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,179,179,100.0,154818,154818,100.0
train_2288_b,0,0,0.0,0,0,0.0,11847,11847,100.0,12743,12743,100.0,1517061,1517061,100.0,171908,171908,100.0,9642,9642,100.0,70208,70208,100.0,558525,558305,99.96061053668144,0,0,0.0,20362,20362,100.0,111314,111314,100.0,79764,79310,99.43082092171908,94396,94396,100.0,137119,137119,100.0,12852,12852,100.0,65629,65629,100.0,11174,11174,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,139,139,100.0,169633,164453,96.94634888258771
train_2288_a,0,0,0.0,0,0,0.0,11437,11437,100.0,10748,10748,100.0,1253176,1253176,100.0,194926,194926,100.0,20460,20460,100.0,83147,83147,100.0,533011,533011,100.0,0,0,0.0,21247,21247,100.0,96979,96979,100.0,91989,91989,100.0,96298,96298,100.0,140840,140824,99.98863959102528,21168,20631,97.46315192743764,72706,72656,99.93122988474128,15929,15929,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,180,180,100.0,181069,181069,100.0
train_3199_a,0,0,0.0,0,0,0.0,8685,8685,100.0,7164,7164,100.0,994920,994920,100.0,146601,146601,100.0,53411,53411,100.0,38268,38268,100.0,327420,327420,100.0,4354,4354,100.0,16602,16602,100.0,56226,56226,100.0,79604,79604,100.0,41407,41407,100.0,83014,83014,100.0,45850,45850,100.0,44257,44257,100.0,13640,13640,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,9469,9469,100.0,155767,155767,100.0
train_5798_a,18873,18696,99.0621522810364,0,0,0.0,10204,10204,100.0,6079,6079,100.0,856262,856262,100.0,170226,170226,100.0,54712,54712,100.0,131742,131742,100.0,660212,660212,100.0,450,450,100.0,18560,18560,100.0,68602,68602,100.0,13341,13341,100.0,68225,68225,100.0,86514,86514,100.0,25436,25436,100.0,56871,56871,100.0,13125,13125,100.0,0,0,0.0,3,3,100.0,0,0,0.0,0,0,0.0,12204,12204,100.0,225650,225380,99.88034566807002
train_5772_a,513,0,0.0,0,0,0.0,10423,10423,100.0,13389,13389,100.0,1790788,1790788,100.0,160992,160992,100.0,69042,54287,78.62895049390227,48806,48806,100.0,506471,499369,98.59774794608181,0,0,0.0,24858,23019,92.6019792420951,100102,99091,98.99003016922738,35954,26140,72.70401068031373,78696,77763,98.81442512961269,135597,134425,99.13567409308466,22867,8576,37.50382647483273,71188,65479,91.98038995336293,15560,12013,77.20437017994858,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6391,2499,39.10186199342826,194361,176048,90.57784226259383
train_11372_a,13,13,100.0,0,0,0.0,9801,9801,100.0,7720,7720,100.0,764104,764104,100.0,156106,156106,100.0,75818,75818,100.0,130259,130259,100.0,532824,532824,100.0,3123,3123,100.0,22180,22180,100.0,123663,123663,100.0,73073,73073,100.0,52105,52105,100.0,93815,93815,100.0,43744,40633,92.88816752011705,57727,57727,100.0,17531,17531,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,902,902,100.0,174662,174662,100.0
train_11372_b,0,0,0.0,0,0,0.0,10058,10058,100.0,8997,8997,100.0,758139,758139,100.0,183705,183705,100.0,13255,13255,100.0,125303,125303,100.0,512198,512198,100.0,824,824,100.0,10665,10665,100.0,102142,102142,100.0,6262,6262,100.0,50908,50908,100.0,86502,86502,100.0,37426,37426,100.0,55866,55866,100.0,16689,16689,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,126681,126681,100.0
train_14455_a,0,0,0.0,0,0,0.0,14976,14976,100.0,6706,6706,100.0,974364,974364,100.0,189830,189830,100.0,48119,48119,100.0,42702,42702,100.0,425832,425832,100.0,4719,4719,100.0,21553,21553,100.0,47489,47489,100.0,19082,19082,100.0,63073,63073,100.0,79586,79586,100.0,45843,45843,100.0,53061,53061,100.0,13103,13103,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5615,5615,100.0,165690,165690,100.0
train_3634_a,0,0,0.0,0,0,0.0,13157,13157,100.0,14670,14670,100.0,1156412,1156412,100.0,138877,138877,100.0,13198,13198,100.0,23691,23691,100.0,381563,381563,100.0,71,71,100.0,10040,10040,100.0,95195,95195,100.0,45248,45248,100.0,68664,68664,100.0,92939,92939,100.0,47099,46855,99.4819422917684,72692,72692,100.0,19578,19578,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,149664,149664,100.0
train_5131_a,0,0,0.0,0,0,0.0,7828,7828,100.0,8083,8083,100.0,652150,652150,100.0,125834,125834,100.0,34338,34338,100.0,34138,34138,100.0,414593,414593,100.0,3336,3336,100.0,22098,22098,100.0,65028,65028,100.0,14987,14987,100.0,30735,30735,100.0,54927,54927,100.0,22498,22498,100.0,40526,40526,100.0,11251,11251,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1656,1656,100.0,132400,132400,100.0
train_842_a,0,0,0.0,0,0,0.0,9323,9323,100.0,11472,11472,100.0,1629268,1629268,100.0,195593,195593,100.0,62803,57270,91.18991130996928,65144,61414,94.27422325924107,309512,298798,96.53842177363074,113,0,0.0,25705,24858,96.70492122155223,59108,56503,95.59281315557962,11416,9174,80.36089698668535,61001,60760,99.60492450943427,143335,142853,99.66372484040883,36671,31291,85.32900657195059,78467,77082,98.23492678450813,20505,18179,88.6564252621312,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,17363,13963,80.4181305074008,197857,187608,94.8199962599251
